"","p_value"
"mthfr",0.885769450392577
"mthfs",0.988960953555281
"mthfsd",1
"mthfsl",1
"mtif2",1
"mtif3",1
"mtm1",0.711958246346555
"mtmr1",0.769025830258303
"mtmr10",0.939594332196274
"mtmr12",1
"mtmr14",1
"mtmr2",0.758446757405925
"mtmr3",0.861181818181818
"mtmr4",0.835717886572952
"mtmr6",0.752198511166253
"mtmr7",0.938765765765766
"mto1",1
"mtor",1
"mtpap",0.816548827059465
"mtpn",1
"mtrf1",1
"mtrf1l",1
"mtss1",0.885327102803738
"mttp",0.973779981965735
"mtus1",0.870491891891892
"mtus2",1
"mtx1",0.870491891891892
"mtx2",0.770498184458969
"mtx3",0.67586421173763
"mug1",0
"mug2",0
"mul1",0.947791083462934
"mum1",0.997936012485369
"mup1",1
"mup10",1
"mup11",0.769025830258303
"mup12",1
"mup13",1
"mup14",1
"mup15",1
"mup16",0.547176895306859
"mup17",0.559170138888889
"mup18",1
"mup19",0.844389972144847
"mup2",0.851600356030263
"mup20",1
"mup21",1
"mup3",1
"mup4",1
"mup5",1
"mup6",1
"mup7",0.870491891891892
"mup8",1
"mup9",1
"mus81",0.735118165784832
"mut",0.711958246346555
"mvb12a",0.966955401860243
"mvd",0.945084957131723
"mvk",0.995173895742141
"mvp",0.733393548387097
"mxd1",0.177065420560748
"mxd4",1
"mxi1",0.853274158285964
"myadm",0.844389972144847
"mybbp1a",0.695641468682505
"myc",0.896478507164279
"mycbp",1
"mycbp2",1
"mycl",0.861522340846184
"myd88",0.96672705078125
"mydgf",1
"myef2",1
"myeov2",1
"myg1",1
"myh10",0.979175280404662
"myh14",0.968400468933177
"myh9",0.983742274542779
"myl12a",1
"myl12b",1
"myl6",1
"mylk",0.979250109505037
"mynn",0.735118165784832
"myo10",1
"myo18a",0.851600356030263
"myo19",0.769025830258303
"myo1b",1
"myo1c",0.804702061211743
"myo1d",0.966955401860243
"myo1e",0.695641468682505
"myo5b",1
"myo6",0.813085243974133
"myo9b",0.464155902004454
"mypop",0.779727075812274
"myrf",1
"mysm1",0.739436253252385
"mzt1",0.966955401860243
"mzt2",0.923294346978557
"n4bp1",0.547176895306859
"n4bp2",1
"n4bp2l1",1
"n4bp2l2",1
"n4bp3",0.899826400262037
"n6amt1",1
"n6amt2",1
"naa10",1
"naa15",0.609374269005848
"naa16",1
"naa20",1
"naa25",0.885327102803738
"naa30",0.858992372881356
"naa35",1
"naa38",0.983524460585345
"naa40",1
"naa50",1
"naa60",0.871414334994251
"naaa",0.917894400928344
"naaladl2",1
"nab1",0.816168868466399
"nab2",1
"nabp1",1
"nabp2",0.996369315935152
"naca",1
"nacc1",0.935417667467307
"nacc2",0.968400468933177
"nadk",0.893741241762053
"nadk2",1
"nadsyn1",0.739436253252385
"nae1",0.730062030075188
"naf1",1
"naga",1
"nagk",0.919241748942172
"naglu",1
"nagpa",0.896478507164279
"nags",0.722281524926686
"naif1",1
"nampt",0.801883765003159
"nans",1
"nap1l1",1
"nap1l4",0.728692307692308
"napa",1
"napb",1
"napg",0.977939299955693
"naprt",0.810152718387294
"narf",0.663567632850242
"narfl",0.957012253063266
"nars",1
"nars2",1
"nasp",1
"nat10",1
"nat2",0.67586421173763
"nat6",0.5759584
"nat8",1
"nat9",0.899826400262037
"nav2",0.824603041426324
"nbas",0.859734453781513
"nbeal1",0.973779981965735
"nbeal2",0.797588681849551
"nbn",0.981022653721683
"nbr1",1
"ncald",1
"ncapd3",1
"ncaph2",0.816548827059465
"ncbp1",0.996369315935152
"ncbp2",1
"ncbp3",1
"ncdn",0.979250109505037
"nceh1",0.861522340846184
"nck1",1
"nckap1",0.801561538461539
"ncl",1
"ncln",0.722281524926686
"ncoa1",1
"ncoa2",1
"ncoa3",1
"ncoa4",0.898599668325041
"ncoa5",1
"ncoa6",0.177065420560748
"ncor1",0.896006854009596
"ncor2",0.735118165784832
"ncstn",0.917894400928344
"ndc1",0.910976262933658
"nde1",0.848067374250115
"ndel1",0.5759584
"ndfip1",1
"ndfip2",1
"ndnl2",1
"ndor1",1
"ndrg1",0
"ndrg2",0.57028093645485
"ndrg3",1
"ndst1",0.9523248295024
"ndst2",1
"ndufa1",1
"ndufa10",0.997936012485369
"ndufa11",1
"ndufa12",1
"ndufa13",1
"ndufa2",1
"ndufa3",1
"ndufa4",1
"ndufa5",1
"ndufa6",1
"ndufa7",1
"ndufa8",1
"ndufa9",0.940616671021688
"ndufab1",1
"ndufaf1",1
"ndufaf2",1
"ndufaf3",1
"ndufaf4",0.663567632850242
"ndufaf5",0.983742274542779
"ndufaf6",0.93402963362069
"ndufaf7",0.57028093645485
"ndufb10",1
"ndufb11",1
"ndufb2",1
"ndufb3",1
"ndufb4",1
"ndufb5",1
"ndufb6",1
"ndufb7",1
"ndufb8",1
"ndufb9",1
"ndufc1",1
"ndufc2",1
"ndufs1",1
"ndufs2",0.950435956200662
"ndufs3",1
"ndufs4",1
"ndufs5",1
"ndufs6",1
"ndufs7",1
"ndufs8",1
"ndufv1",0.835717886572952
"ndufv2",1
"ndufv3",1
"neat1",1
"neb",1
"necab1",0.821561078794289
"necap1",1
"necap2",1
"nedd1",1
"nedd4",1
"nedd4l",0.972143671607754
"nedd8",1
"neil1",0.885327102803738
"nek1",0.949237218813906
"nek2",0.976816857206904
"nek6",0.861181818181818
"nek7",0.988960953555281
"nek9",1
"nelfa",0.957012253063266
"nelfb",0.722281524926686
"nelfcd",1
"nelfe",0.896478507164279
"nemf",0.105843575418994
"nenf",0.81100594530321
"neo1",1
"net1",1
"neu1",1
"neurl2",0.853274158285964
"neurl4",1
"nf1",0.769025830258303
"nf2",0.769025830258303
"nfat5",0.917894400928344
"nfatc1",0.916561651917404
"nfatc2ip",1
"nfatc3",1
"nfe2l1",1
"nfe2l2",0.84403981042654
"nfia",1
"nfib",0.336319526627219
"nfic",1
"nfil3",0.965637833864249
"nfix",0.851600356030263
"nfkb1",0.968400468933177
"nfkbia",1
"nfkbib",1
"nfkbil1",1
"nfkbiz",0.81100594530321
"nfrkb",1
"nfs1",0.896478507164279
"nfu1",0.903615287428932
"nfx1",1
"nfxl1",0.728692307692308
"nfya",1
"nfyb",0.817078167115903
"nfyc",1
"ngdn",1
"ngef",0.853274158285964
"ngly1",0.769025830258303
"ngrn",1
"nhej1",0.881209302325581
"nhlrc2",0.896478507164279
"nhlrc3",0.390639175257732
"nhp2",0.993963155786944
"nhp2l1",1
"nhsl1",1
"nicn1",0.919022388059701
"nid1",1
"nid2",1
"nif3l1",1
"nifk",0.896478507164279
"nim1k",0.958633599202393
"ninj1",0.997936012485369
"nip7",0.971701471941122
"nipa2",0.919022388059701
"nipal3",0.848067374250115
"nipbl",1
"nipsnap1",0.983742274542779
"nipsnap3b",0.919022388059701
"nisch",0.885769450392577
"nit1",1
"nit2",1
"nkap",1
"nkiras1",1
"nkiras2",0.484759061833689
"nkrf",0.609374269005848
"nktr",0.955859939759036
"nle1",1
"nlk",0.859734453781513
"nln",0.336319526627219
"nlrc5",0.954458438287154
"nlrp12",0.9523248295024
"nlrp6",1
"nlrx1",0.966955401860243
"nmd3",0.899826400262037
"nme1",1
"nme2",0.925342715231788
"nme6",1
"nme7",0.905831729276622
"nmi",0.816548827059465
"nmnat1",0.656544554455446
"nmnat3",1
"nmral1",1
"nmrk1",1
"nmt1",0.896006854009596
"nmt2",1
"nnmt",1
"nnt",1
"noa1",0.871573152337858
"nob1",0.57028093645485
"noc2l",0.799831134564644
"noc3l",1
"noc4l",0.739436253252385
"noct",0.9523248295024
"nod1",0.799831134564644
"nol10",0.970232774674115
"nol11",0.885327102803738
"nol12",1
"nol6",0.690086092715232
"nol7",1
"nol8",1
"nol9",1
"nolc1",0.971701471941122
"nom1",1
"nomo1",0.976816857206904
"nono",1
"nop10",1
"nop14",1
"nop16",0.829064147190453
"nop2",1
"nop56",1
"nop58",1
"nop9",0.336319526627219
"nos1ap",0.730062030075188
"nosip",1
"nostrin",1
"notch1",0.816548827059465
"notch2",0.970232774674115
"notum",0.484759061833689
"nox4",0.961536338999754
"npas2",1
"npat",1
"npc1",1
"npc2",0.970232774674115
"npepl1",0.623736625514403
"npepps",1
"nphp3",0.887463449254791
"nploc4",1
"npm1",0.901900289482149
"npm3",1
"npr2",0.715308163265306
"nprl2",0.733393548387097
"nprl3",1
"nptn",0.924451344607707
"nqo1",0.735118165784832
"nqo2",1
"nr0b2",0.979175280404662
"nr1d2",1
"nr1h2",1
"nr1h3",0.971701471941122
"nr1h4",0.799831134564644
"nr1i2",1
"nr1i3",0.798927710843373
"nr2c1",0.817078167115903
"nr2c2",1
"nr2c2ap",0.938765765765766
"nr2f2",0.939594332196274
"nr2f6",0.821561078794289
"nr3c1",0.532191011235955
"nr3c2",1
"nr4a1",1
"nr5a2",0.559170138888889
"nr6a1",0.748916736753574
"nras",0.893367097450227
"nrbf2",1
"nrbp1",0.695641468682505
"nrbp2",0.853274158285964
"nrd1",1
"nrde2",0.827084263959391
"nrep",0.825427985648385
"nrf1",0.912785305630834
"nrg4",1
"nrip1",0.5759584
"nrn1",0.801883765003159
"nrp1",0.715308163265306
"nsa2",0.722281524926686
"nsd1",0.816548827059465
"nsdhl",0.821561078794289
"nsf",1
"nsfl1c",1
"nsmaf",1
"nsmce1",0.769025830258303
"nsmce2",0.998703875968992
"nsmce4a",0.988960953555281
"nsmf",0.919241748942172
"nsrp1",0.940616671021688
"nsun2",0.813085243974133
"nsun3",0.769025830258303
"nsun4",0.735118165784832
"nsun5",0.858992372881356
"nsun6",0.547176895306859
"nt5c",1
"nt5c2",1
"nt5c3",0.871573152337858
"nt5dc1",0.900440349175558
"nt5dc2",1
"nt5dc3",0
"nt5m",1
"ntan1",0.909967980295566
"nthl1",1
"ntmt1",1
"ntpcr",0.669469964664311
"nuak2",0.801561538461539
"nub1",0.690086092715232
"nubp1",1
"nubp2",0.924451344607707
"nubpl",0.848974851394604
"nucb1",1
"nucb2",0.997936012485369
"nucks1",1
"nudc",0.861522340846184
"nudcd1",0.829064147190453
"nudcd2",1
"nudcd3",1
"nudt1",0.853274158285964
"nudt12",0.925342715231788
"nudt13",0.979099823321555
"nudt14",0.964066371681416
"nudt16",0.683508455467869
"nudt16l1",0.547176895306859
"nudt18",1
"nudt19",0.914556615017878
"nudt2",1
"nudt21",1
"nudt22",1
"nudt3",1
"nudt4",0.993537716821299
"nudt5",0.716366169154229
"nudt6",0.979099823321555
"nudt7",1
"nudt8",1
"nudt9",0.884238060781476
"nufip1",1
"nufip2",0.853274158285964
"numa1",1
"numb",1
"nup107",1
"nup153",1
"nup155",0.988960953555281
"nup160",0.716366169154229
"nup188",1
"nup205",0.973779981965735
"nup210",0.656544554455446
"nup214",1
"nup35",0.920949143017701
"nup37",1
"nup43",0.752198511166253
"nup50",1
"nup54",0.96672705078125
"nup62",1
"nup85",1
"nup88",0.900440349175558
"nus1",0.965637833864249
"nutf2",1
"nvl",1
"nxf1",1
"nxpe2",0.547176895306859
"nxt1",1
"nxt2",0.919022388059701
"oaf",0.336319526627219
"oard1",1
"oasl1",1
"oat",0
"oaz1",1
"oaz2",1
"ocel1",0.910976262933658
"ociad1",1
"ociad2",0.887463449254791
"ocln",0.981022653721683
"ocrl",1
"odc1",1
"odf2",0.532191011235955
"odf2l",1
"odf3b",1
"ogdh",1
"ogfod1",1
"ogfod2",1
"ogfod3",1
"ogfr",0.991896915584416
"ogfrl1",0.716366169154229
"ogt",0.993537716821299
"ola1",1
"olfm3",0.905831729276622
"olfml1",0.885769450392577
"oma1",0.366359116022099
"onecut1",0.884238060781476
"onecut2",1
"opa1",0.993537716821299
"opa3",0.983524460585345
"oplah",0.464155902004454
"optn",1
"orai1",1
"orai3",1
"oraov1",0.997936012485369
"orc2",0.983524460585345
"orc3",0.991896915584416
"orc4",0.735118165784832
"orc5",0.896478507164279
"orc6",1
"orm1",1
"orm2",1
"orm3",1
"ormdl1",0.637252263906856
"ormdl2",1
"ormdl3",1
"os9",0.609374269005848
"osbp",0.850251133272892
"osbpl11",0.614609308885755
"osbpl1a",1
"osbpl2",1
"osbpl8",0.105843575418994
"osbpl9",0.9523248295024
"oser1",1
"osgep",1
"osgepl1",0.917894400928344
"osgin1",0.507830927835052
"ost4",1
"ostc",0.991896915584416
"ostf1",0.735118165784832
"ostm1",0.81100594530321
"otc",1
"otub1",1
"otud1",0.801561538461539
"otud4",0.917894400928344
"otud5",0.933704847007853
"otud6b",0.857100387763895
"otud7b",0.527324055666004
"otulin",0.735118165784832
"ovol3",1
"oxa1l",1
"oxld1",1
"oxnad1",0.829064147190453
"oxr1",0.873120269763957
"oxsm",1
"oxsr1",0.816168868466399
"p2rx4",1
"p2ry1",0.834217221135029
"p2ry2",1
"p3h1",1
"p4ha1",0.507830927835052
"p4hb",0
"pisd",0.873120269763957
"pa2g4",0.869894163424124
"pabpc1",0.609374269005848
"pabpc4",0.958633599202393
"pabpn1",1
"pacrgl",0.988960953555281
"pacs2",0.927244432224361
"pacsin2",1
"pacsin3",0.942611617608752
"paf1",1
"pafah1b1",0.983742274542779
"pafah1b2",1
"pafah1b3",1
"pafah2",1
"pag1",1
"pah",0.981022653721683
"paics",0.770498184458969
"paip1",1
"paip2",1
"paip2b",1
"pak1ip1",1
"pak2",1
"pak4",0.614609308885755
"pald1",0.988452712533777
"palld",0.797588681849551
"palmd",0.903615287428932
"pam16",0.86047068538398
"pan2",0.949237218813906
"pan3",1
"pank1",0.899826400262037
"pank2",1
"pank3",0.827084263959391
"pank4",0.870491891891892
"paox",0.861181818181818
"papd4",0.825427985648385
"papd5",0.810152718387294
"papd7",0.965637833864249
"papola",1
"papolg",0.844389972144847
"papss1",0.971701471941122
"papss2",0.914556615017878
"paqr3",0.84403981042654
"paqr7",1
"paqr9",0.588385093167702
"pard3",0.336319526627219
"pard3b",1
"pard6a",1
"pard6b",0.798927710843373
"parg",1
"park2",0.810152718387294
"park7",1
"parl",0.993537716821299
"parn",0.919241748942172
"parp1",1
"parp10",0.484759061833689
"parp11",0.96672705078125
"parp12",0.683508455467869
"parp14",0.801561538461539
"parp16",1
"parp2",0.735118165784832
"parp3",0.834217221135029
"parp4",1
"parp6",0.829064147190453
"parp9",0.903615287428932
"parva",1
"patl1",1
"paxbp1",1
"paxip1",1
"pbdc1",0.752198511166253
"pbld2",0.728692307692308
"pbrm1",0.936973145440043
"pbx1",0.769025830258303
"pbx2",1
"pbx3",0.96672705078125
"pbxip1",0.900440349175558
"pcbd1",1
"pcbd2",1
"pcbp1",0.972143671607754
"pcbp2",0.996369315935152
"pcbp4",0.79109271054494
"pcca",1
"pccb",0.758446757405925
"pcdh1",1
"pced1a",0.93402963362069
"pcf11",1
"pcgf2",1
"pcgf3",0.443700234192037
"pcgf5",0.816548827059465
"pcgf6",0.971701471941122
"pcid2",1
"pcif1",0.939594332196274
"pck1",1
"pcm1",0.919241748942172
"pcmt1",1
"pcmtd1",1
"pcmtd2",1
"pcna",1
"pcnp",0.669469964664311
"pcnt",1
"pcnx",0.857100387763895
"pcnxl3",0.609374269005848
"pcnxl4",1
"pcsk5",1
"pcsk6",0.547176895306859
"pcsk7",0.799831134564644
"pcsk9",1
"pctp",1
"pcx",1
"pcyox1",1
"pcyt1a",0.5759584
"pcyt2",0.909967980295566
"pdap1",1
"pdcd10",1
"pdcd11",1
"pdcd2",0.801561538461539
"pdcd2l",0.983524460585345
"pdcd4",1
"pdcd5",1
"pdcd6",1
"pdcd6ip",0.865250393700787
"pdcd7",1
"pdcl",0.949237218813906
"pdcl3",1
"pddc1",1
"pde12",0.5759584
"pde3b",0.920949143017701
"pde4a",0.824603041426324
"pde4b",0.816548827059465
"pde4c",0.934351112302332
"pde4dip",0.996369315935152
"pde6d",0.977939299955693
"pde7a",0.825427985648385
"pde8a",1
"pde9a",0.96672705078125
"pdgfa",1
"pdgfc",0.484759061833689
"pdha1",0.816168868466399
"pdhb",0.983742274542779
"pdhx",0.867585909980431
"pdia3",0.614609308885755
"pdia4",0.271627240143369
"pdia5",1
"pdia6",0.816548827059465
"pdik1l",0.896478507164279
"pdilt",1
"pdk1",0.896006854009596
"pdk2",1
"pdk4",0.917894400928344
"pdlim1",0.949237218813906
"pdlim5",1
"pdlim7",0.851600356030263
"pdp2",1
"pdpk1",0.366359116022099
"pdpr",1
"pdrg1",1
"pds5a",0.303621794871795
"pds5b",1
"pdss1",0.903615287428932
"pdss2",0.390639175257732
"pdxdc1",0.627350993377483
"pdxk",0.871573152337858
"pdzd11",1
"pdzd8",0.972143671607754
"pdzk1",0.829064147190453
"pdzk1ip1",1
"peak1",1
"pebp1",0.861181818181818
"pecam1",0.861522340846184
"pecr",1
"pef1",1
"peg3",1
"peli1",1
"peli2",0.752198511166253
"pelo",1
"pelp1",0.979250109505037
"pemt",1
"peo1",0.885769450392577
"pepd",0.848974851394604
"per1",0.899826400262037
"per2",1
"per3",0.949237218813906
"perp",0.871573152337858
"pes1",0.966955401860243
"pet100",1
"pex1",0.918328909405655
"pex10",1
"pex11a",1
"pex11b",0.979099823321555
"pex11g",0.997936012485369
"pex12",0.853274158285964
"pex13",0.887463449254791
"pex14",1
"pex16",0.961130908191042
"pex19",1
"pex2",1
"pex26",1
"pex3",0.835717886572952
"pex5",0.627350993377483
"pex6",0.966955401860243
"pex7",0.884238060781476
"pfas",1
"pfdn1",1
"pfdn2",1
"pfdn4",1
"pfdn5",1
"pfdn6",1
"pfkfb1",0.804702061211743
"pfkfb2",0.919241748942172
"pfkfb3",1
"pfkl",1
"pfkm",0.754146222583266
"pfn1",1
"pgam1",0.865250393700787
"pgam5",0.834217221135029
"pgap1",1
"pgap2",0.669469964664311
"pgd",1
"pgk1",1
"pgk1-rs7",1
"pgls",0.954458438287154
"pglyrp2",0.825427985648385
"pgm2",0.105843575418994
"pgm2l1",1
"pgm3",0.825020217729394
"pgp",0.905831729276622
"pgpep1",1
"pgrmc1",0.413868932038835
"pgrmc2",0.988960953555281
"pgs1",0.801561538461539
"phactr4",0.882987889908257
"phax",0.84403981042654
"phb",0.829064147190453
"phb2",0.507830927835052
"phc2",1
"phc3",1
"phf1",1
"phf10",0.889766242937853
"phf11c",0.799831134564644
"phf12",0.966955401860243
"phf13",1
"phf14",0.81100594530321
"phf2",1
"phf20",0.690086092715232
"phf20l1",0.977939299955693
"phf21a",0.770498184458969
"phf23",1
"phf3",1
"phf5a",1
"phf6",1
"phf7",0.903615287428932
"phf8",1
"phip",0.850251133272892
"phka1",0.996369315935152
"phka2",0.271627240143369
"phkb",1
"phkg2",1
"phlda1",0.916561651917404
"phldb2",0.931095845777899
"phldb3",0.801561538461539
"phlpp1",1
"phlpp2",1
"phospho2",1
"phpt1",1
"phrf1",0.86047068538398
"phtf1",1
"phtf2",1
"phyh",0.903615287428932
"phyhd1",1
"phykpl",1
"pi4k2a",1
"pi4k2b",0.983524460585345
"pi4ka",1
"pi4kb",1
"pias1",1
"pias2",1
"pias3",0.972143671607754
"pias4",0.983742274542779
"picalm",0.950435956200662
"pick1",0.991896915584416
"pid1",0.817078167115903
"piga",1
"pigb",1
"pigc",0.966955401860243
"pigf",1
"pigg",1
"pigh",1
"pigk",1
"pigm",0.825427985648385
"pign",1
"pigo",1
"pigp",1
"pigq",1
"pigr",1
"pigs",0.993963155786944
"pigt",0.910753827311696
"pigu",0.988960953555281
"pigw",0.851505617977528
"pigx",0.920949143017701
"pigyl",1
"pih1d1",0.801561538461539
"pik3c2a",1
"pik3c2b",1
"pik3c2g",0.816548827059465
"pik3c3",0.829064147190453
"pik3ca",1
"pik3cb",0.5759584
"pik3r1",0.975631661794468
"pik3r2",0.900440349175558
"pik3r3",1
"pik3r4",0.929738276990185
"pikfyve",0.739436253252385
"pim1",0.975631661794468
"pim2",0.979175280404662
"pim3",0.832688395061728
"pin1",0.797588681849551
"pin4",1
"pink1",0.413868932038835
"pinx1",0.981022653721683
"pip4k2b",0.816168868466399
"pip4k2c",0.784345467523198
"pip5k1a",1
"pip5k1c",0.966955401860243
"pipox",0.816548827059465
"pir",1
"pisd-1",0.973779981965735
"pithd1",0.233901234567901
"pitpna",1
"pitpnb",0.816548827059465
"pitpnc1",0.991896915584416
"pitpnm2",0.754146222583266
"pitrm1",0.857100387763895
"pja1",0.882987889908257
"pja2",1
"pkd1",0.816168868466399
"pkd2",1
"pkdcc",0.748916736753574
"pkhd1",1
"pkig",1
"pklr",0.81100594530321
"pkn1",0.899826400262037
"pkn2",1
"pknox1",1
"pkp2",0.861522340846184
"pkp4",1
"pla1a",0.889766242937853
"pla2g12a",0.730062030075188
"pla2g12b",0.885769450392577
"pla2g15",0.949237218813906
"pla2g16",1
"pla2g6",1
"plaa",0.57028093645485
"plac8",1
"plagl2",0.741715744680851
"plbd1",0.609374269005848
"plbd2",0.997936012485369
"plcb1",0.602827272727273
"plcb3",1
"plce1",0.669469964664311
"plcg1",0.919241748942172
"plcl2",1
"plcxd2",0.816548827059465
"pld1",0.905831729276622
"pld3",1
"plec",0.858992372881356
"plekha1",1
"plekha3",0.865250393700787
"plekha5",0.903615287428932
"plekha6",1
"plekha7",1
"plekha8",1
"plekhb1",0.835717886572952
"plekhb2",1
"plekhf1",0.57028093645485
"plekhf2",0.857100387763895
"plekhg3",0.928623767798467
"plekhg6",0.851505617977528
"plekhh3",0.741715744680851
"plekhj1",1
"plekhm1",0.896478507164279
"plekhm2",0.914556615017878
"plet1",0.993963155786944
"plg",0.527324055666004
"plgrkt",1
"plin2",1
"plin3",1
"plin5",1
"plk2",1
"plk3",0.233901234567901
"pllp",1
"plod1",0.813085243974133
"plod3",0.637252263906856
"plpp2",0.798927710843373
"plpp3",0.816548827059465
"plpp5",0.837593464680442
"plpp6",0.861522340846184
"plppr2",0.994570459081836
"plrg1",0.336319526627219
"pls1",0.939594332196274
"pls3",1
"plscr1",1
"plscr2",1
"plscr3",0.985033123689727
"pltp",0.878105302187616
"plxna2",1
"plxnb1",1
"plxnb2",0.825020217729394
"pm20d1",0.98193247311828
"pmf1",0.832688395061728
"pml",0.893367097450227
"pmm2",1
"pmpca",0.971701471941122
"pmpcb",1
"pms1",1
"pmvk",1
"pnisr",0.858992372881356
"pnkd",0.993551537070524
"pnkp",0.857100387763895
"pnn",0.919241748942172
"pno1",0.950660922453117
"pnp",1
"pnpla2",1
"pnpla3",1
"pnpla6",0.805964241676942
"pnpla7",1
"pnpla8",0.925342715231788
"pnpo",0.969433177570094
"pnpt1",0.801561538461539
"pnrc1",0.834217221135029
"pnrc2",0.996369315935152
"poc1b",0.997936012485369
"poc5",1
"pofut1",0.896478507164279
"pofut2",1
"pogk",1
"poglut1",1
"pogz",0.921353828954723
"pola1",1
"pola2",0.917894400928344
"polb",1
"pold2",1
"pold3",1
"pold4",1
"poldip2",0.858971770744226
"poldip3",0.390639175257732
"pole3",1
"pole4",1
"polg",0.817078167115903
"polg2",0.850251133272892
"poli",0.93402963362069
"polk",0.887463449254791
"poll",1
"polr1a",0.971701471941122
"polr1b",0.816548827059465
"polr1c",0.954458438287154
"polr1d",1
"polr1e",1
"polr2a",0.857100387763895
"polr2b",1
"polr2c",0.966955401860243
"polr2d",0.887463449254791
"polr2e",1
"polr2f",1
"polr2g",1
"polr2h",1
"polr2i",1
"polr2j",1
"polr2k",1
"polr2l",1
"polr2m",0.993551537070524
"polr3a",1
"polr3b",0.919241748942172
"polr3c",0.798927710843373
"polr3d",1
"polr3e",1
"polr3f",0.977939299955693
"polr3g",1
"polr3gl",0.973779981965735
"polr3h",0.905831729276622
"polr3k",1
"polrmt",0.899826400262037
"pom121",0.798927710843373
"pomgnt1",0.105843575418994
"pomk",1
"pomp",1
"pomt1",0.656544554455446
"pomt2",1
"pon1",0
"pon2",0.949237218813906
"pon3",0.985033123689727
"pop1",0.968400468933177
"pop4",0.813085243974133
"pop5",1
"pop7",1
"por",0.177065420560748
"pot1a",1
"pou2f1",0.851600356030263
"pou6f1",0.893741241762053
"ppa1",1
"ppa2",0.968400468933177
"ppan",0.797588681849551
"ppara",1
"ppard",0.896478507164279
"pparg",0.769025830258303
"ppargc1a",0.914556615017878
"ppargc1b",0.821561078794289
"ppat",1
"ppcdc",0.893741241762053
"ppcs",1
"ppdpf",1
"ppfia1",0.983742274542779
"ppfibp1",1
"ppfibp2",0.938765765765766
"pphln1",0.801561538461539
"ppia",1
"ppib",1
"ppid",0.824603041426324
"ppie",1
"ppif",1
"ppig",1
"ppih",1
"ppil1",0.861522340846184
"ppil2",0.825020217729394
"ppil3",0.827084263959391
"ppil4",0.961130908191042
"ppip5k2",1
"ppl",0.917894400928344
"ppm1a",0.993537716821299
"ppm1b",1
"ppm1d",0.905831729276622
"ppm1f",0.878105302187616
"ppm1g",0.971701471941122
"ppm1k",0.909967980295566
"ppm1l",0.801561538461539
"ppm1m",0.827084263959391
"ppme1",0.623736625514403
"ppox",0.637252263906856
"ppp1ca",1
"ppp1cb",1
"ppp1cc",0.663567632850242
"ppp1r10",0.988960953555281
"ppp1r11",0.834217221135029
"ppp1r12a",1
"ppp1r12c",1
"ppp1r13b",0.939594332196274
"ppp1r14b",1
"ppp1r15a",1
"ppp1r15b",1
"ppp1r16a",0.81100594530321
"ppp1r1b",1
"ppp1r2",1
"ppp1r21",0.816548827059465
"ppp1r35",0.893367097450227
"ppp1r37",1
"ppp1r3b",0.233901234567901
"ppp1r3c",0.966955401860243
"ppp1r3e",0.954458438287154
"ppp1r3g",1
"ppp1r42",1
"ppp1r7",0.903615287428932
"ppp1r8",1
"ppp1r9a",0.991896915584416
"ppp2ca",0.816548827059465
"ppp2cb",1
"ppp2r1a",0.769025830258303
"ppp2r1b",1
"ppp2r2a",1
"ppp2r2d",0.821561078794289
"ppp2r3a",0.835717886572952
"ppp2r3c",0.656544554455446
"ppp2r3d",1
"ppp2r4",1
"ppp2r5a",1
"ppp2r5b",0.798927710843373
"ppp2r5c",0.986729554486509
"ppp2r5d",0.715308163265306
"ppp2r5e",0.861181818181818
"ppp3ca",0.977939299955693
"ppp3cb",0.896478507164279
"ppp3r1",0.968400468933177
"ppp4c",0.835717886572952
"ppp4r1",1
"ppp4r2",1
"ppp4r4",1
"ppp5c",0.977939299955693
"ppp6c",0.983742274542779
"ppp6r1",0.966955401860243
"ppp6r3",0.997936012485369
"pprc1",0.993963155786944
"ppt1",0.797588681849551
"ppt2",0.559170138888889
"pptc7",0.985033123689727
"ppwd1",1
"pqbp1",0.816548827059465
"pqlc1",0.983742274542779
"pqlc2",1
"pradc1",0.983742274542779
"praf2",1
"pramef8",0.919241748942172
"prcc",1
"prcp",1
"prdm15",1
"prdm2",0.754146222583266
"prdm4",1
"prdx1",1
"prdx2",1
"prdx3",1
"prdx4",1
"prdx5",1
"prdx6",0.921353828954723
"preb",0.769025830258303
"prelid1",0.927244432224361
"prep",0.983742274542779
"prepl",0.988960953555281
"prg4",1
"prim2",0.848067374250115
"prkaa1",0.799831134564644
"prkaa2",1
"prkab1",1
"prkab2",1
"prkaca",0.885327102803738
"prkacb",0.870491891891892
"prkag1",1
"prkag2",0.821561078794289
"prkar1a",1
"prkar2a",0.914556615017878
"prkca",1
"prkcd",1
"prkce",0.733393548387097
"prkci",1
"prkcsh",0.722281524926686
"prkcz",0.945084957131723
"prkd2",1
"prkd3",0.816548827059465
"prkdc",1
"prkra",0.837593464680442
"prkrip1",1
"prkrir",0.968400468933177
"prlr",0.848067374250115
"prmt1",0.669469964664311
"prmt10",0.801561538461539
"prmt3",1
"prmt5",0.968400468933177
"prmt6",0.271627240143369
"prmt7",0.928623767798467
"prnp",1
"prob1",1
"proc",0.303621794871795
"proca1",0.991896915584416
"prodh",0.896006854009596
"prodh2",1
"prok1",0.735118165784832
"prorsd1",1
"pros1",0.993551537070524
"prosc",1
"proser1",1
"proser2",0.816168868466399
"prox1",0.804702061211743
